# sensor 2
0.00028592	0.00436799
0.000571839	0.00524159
0.000857759	0.00524159
0.00114368	0.00393119
0.0014296	0.00611515
0.00171552	0.00655195
0.00200144	0.00742555
0.00228736	0.00480479
0.00257328	0.00567836
0.0028592	0.00698875
0.00314512	0.00742555
0.00343103	0.00655195
0.00371695	0.00480479
0.00400287	0.00524159
0.00428879	0.00611515
0.00457471	0.00698875
0.00486063	0.00436799
0.00514655	0.00393119
0.00543247	0.00305759
0.00571839	0.00524159
0.00600431	0.00611515
0.00629023	0.00349439
0.00657615	0.00393119
0.00686207	0.00305759
0.00714799	0.00480479
0.00743391	0.0013104
0.00771983	0.0017472
0.00800575	0.0013104
0.00829167	0.0026208
0.00857759	0.00436799
0.00886351	-0.000436799
0.00914943	-0.000873598
0.00943535	0.000873598
0.00972127	0.0017472
0.0100072	0.000436799
0.0102931	-0.0013104
0.010579	-0.0013104
0.0108649	-0.000873598
0.0111509	0
0.0114368	-0.0026208
0.0117227	-0.0026208
0.0120086	-0.00305759
0.0122945	-0.00305759
0.0125805	-0.00349439
0.0128664	-0.00305759
0.0131523	-0.0013104
0.0134382	-0.002184
0.0137241	-0.00305759
0.0140101	-0.00567836
0.014296	-0.00436799
0.0145819	-0.00349439
0.0148678	-0.002184
0.0151537	-0.00349439
0.0154397	-0.00611515
0.0157256	-0.00524159
0.0160115	-0.00393119
0.0162974	-0.00436799
0.0165833	-0.00436799
0.0168693	-0.00524159
0.0171552	-0.00480479
0.0174411	-0.00305759
0.017727	-0.0026208
0.0180129	-0.00480479
0.0182989	-0.00480479
0.0185848	-0.00349439
0.0188707	-0.00305759
0.0191566	-0.00524159
0.0194425	-0.00655195
0.0197285	-0.00655195
0.0200144	-0.00349439
0.0203003	-0.00393119
0.0205862	-0.00698875
0.0208721	-0.00655195
0.021158	-0.00524159
0.021444	-0.00436799
0.0217299	-0.00480479
0.0220158	-0.00524159
0.0223017	-0.00611515
0.0225876	-0.00436799
0.0228736	-0.002184
0.0231595	-0.00349439
0.0234454	-0.00349439
0.0237313	-0.00349439
0.0240172	-0.00349439
0.0243032	-0.00349439
0.0245891	-0.00349439
0.024875	-0.0026208
0.0251609	-0.0013104
0.0254468	-0.000873598
0.0257328	-0.00393119
0.0260187	-0.0026208
0.0263046	-0.0026208
0.0265905	-0.000436799
0.0268764	-0.0017472
0.0271624	-0.00305759
0.0274483	-0.0017472
0.0277342	-0.000436799
0.0280201	-0.000436799
0.028306	-0.0013104
0.028592	0
0.0288779	0.002184
0.0291638	0.00349439
0.0294497	0.000873598
0.0297356	0
0.0300216	0.0013104
0.0303075	0.0026208
0.0305934	0.0026208
0.0308793	0.0017472
0.0311652	0
0.0314512	0.0017472
0.0317371	0.00393119
0.032023	0.00305759
