# ETSIN 02 ... H=0.3m
0	0
0.0190613	0
0.0381226	0
0.0571839	0
0.0762452	0
0.0953065	0
0.114368	0
0.133429	0
0.15249	0
0.171552	0
0.190613	0
0.209674	0
0.228736	0
0.247797	0
0.266858	0
0.28592	0
0.304981	0
0.324042	0
0.343103	0
0.362165	0
0.381226	0
0.400287	0
0.419349	0
0.43841	0
0.457471	0
0.476533	0
0.495594	0
0.514655	0
0.533717	0
0.552778	0
0.571839	0
0.5909	0
0.609962	0
0.629023	0
0.648084	0
0.667146	0
0.686207	0
0.705268	0
0.72433	0
0.743391	0
0.762452	0
0.781513	0
0.800575	0
0.819636	0
0.838697	0
0.857759	0
0.87682	0
0.895881	0
0.914943	0
0.934004	0
0.953065	0
0.972127	0.000973394
0.991188	0.00681376
1.01025	0.016061
1.02931	0.0418559
1.04837	0.0418559
1.06743	0.0535367
1.08649	0.0676509
1.10556	0.0764114
1.12462	0.0827385
1.14368	0.10172
1.16274	0.110967
1.1818	0.113887
1.20086	0.124594
1.21992	0.135302
1.23898	0.140169
1.25805	0.145522
1.27711	0.152336
1.29617	0.155743
1.31523	0.160123
1.33429	0.164017
1.35335	0.164504
1.37241	0.172291
1.39148	0.174724
1.41054	0.180078
1.4296	0.182998
1.44866	0.181538
1.46772	0.183485
1.48678	0.188352
1.50584	0.189812
1.5249	0.190299
1.54397	0.196139
1.56303	0.199059
1.58209	0.200032
1.60115	0.200519
1.62021	0.205386
1.63927	0.202953
1.65833	0.206846
1.67739	0.20782
1.69646	0.209766
1.71552	0.211713
1.73458	0.212687
1.75364	0.21366
1.7727	0.213173
1.79176	0.214147
1.81082	0.21366
1.82989	0.2122
1.84895	0.215607
1.86801	0.214633
1.88707	0.215607
1.90613	0.215607
1.92519	0.216093
1.94425	0.216093
1.96331	0.217067
1.98238	0.21658
2.00144	0.216093
2.0205	0.215607
2.03956	0.21658
2.05862	0.21658
2.07768	0.215607
2.09674	0.21658
2.1158	0.217067
2.13487	0.217554
2.15393	0.21804
2.17299	0.2195
2.19205	0.220474
